,case_number,type,country,area,location,species_,date,mes,fatal_(y/n)_limpio,sex,country_,year,age
189,2013.12.11,Unprovoked,usa,Hawaii,"Ninole Bay, Hawaii County",Tiger Shark,Unknown,,Unknown,M,usa,2013.0,29.0
190,2013.12.10,Unprovoked,usa,Florida,"Cocoa Beach, Brevard  County",Unspecified,Unknown,,Unknown,M,usa,2013.0,30.0
191,2013.12.05,Unprovoked,australia,New South Wales,"Shelly Beach, near Port Macquarie",Unspecified,Unknown,,Unknown,M,australia,2013.0,26.0
192,2013.11.30,Unprovoked,australia,New South Wales,"Riecks Point,  Campbells Beach, ",Tiger Shark,Unknown,,Unknown,M,australia,2013.0,19.0
193,2013.11.23.a,Unprovoked,australia,Western Australia,Gracetown,White Shark,Unknown,,Unknown,M,australia,2013.0,35.0
194,2013.11.22,Unprovoked,usa,Oregon,"Gleneden Beach, Lincoln County",White Shark,Unknown,,Unknown,M,usa,2013.0,25.0
195,2013.10.31,Unprovoked,usa,Hawaii,"Kanaha Beach, Maui",Tiger Shark,Unknown,,Unknown,M,usa,2013.0,46.0
196,2013.10.28,Unprovoked,australia,Western Australia,Turquoise Bay,Unspecified,Unknown,,Unknown,F,australia,2013.0,60.0
197,2013.10.26.b,Unprovoked,reunion,dÉtang-Salé,Ravine Mula,Bull Shark,Unknown,,Unknown,M,reunion,2013.0,24.0
198,2013.10.24,Unprovoked,australia,New South Wales,South Narrabeen Beach,Unspecified,Unknown,,Unknown,M,australia,2013.0,41.0
199,2013.10.23,Unprovoked,usa,Hawaii,"Waiehu, Maui",White Shark,Unknown,,Unknown,M,usa,2013.0,45.0
200,2013.10.20,Unprovoked,usa,Hawaii,"Pila'a Beach, Kaua'i",Tiger Shark,Unknown,,Unknown,M,usa,2013.0,25.0
201,2013.10.19,Unprovoked,usa,Florida,Miami Beach,Unspecified,Unknown,,Unknown,M,usa,2013.0,6.0
202,2013.10.11,Unprovoked,south africa,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",White Shark,Unknown,,Unknown,M,south africa,2013.0,25.0
203,2013.10.08,Unprovoked,australia,Western Australia,"Off Poison Creek, Cape Arid",White Shark,Unknown,,Unknown,M,australia,2013.0,55.0
204,2013.10.05,Unprovoked,usa,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",White Shark,Unknown,,Unknown,M,usa,2013.0,45.0
205,2013.09.14,Unprovoked,usa,Florida,"Casino Beach, Pensacola, Escambia County",Bull Shark,Unknown,,Unknown,M,usa,2013.0,21.0
206,2013.09.12,Unprovoked,usa,Florida,"New Smyrna Beach,  Volusia County",Unspecified,Unknown,,Unknown,F,usa,2013.0,13.0
207,2013.09.07.b,Provoked,usa,Florida,"New Smyrna Beach,  Volusia County",Unspecified,Unknown,,Unknown,M,usa,2013.0,43.0
208,2013.09.07.a,Unprovoked,usa,Florida,"New Smyrna Beach,  Volusia County",Unspecified,Unknown,,Unknown,M,usa,2013.0,25.0
209,2013.09.01.a,Unprovoked,usa,Florida,"St Augustine Beach, St Johns County",Unspecified,Unknown,,Unknown,M,usa,2013.0,9.0
210,2013.08.14,Unprovoked,usa,Hawaii,"Makenat, Maui",Tiger Shark,Unknown,,Unknown,F,usa,2013.0,20.0
211,2013.08.11,Unprovoked,usa,South Carolina,Folly Beach,Bull Shark,Unknown,,Unknown,M,usa,2013.0,10.0
212,2013.08.05,Unprovoked,usa,Florida,"Sanibel Island, Lee County",Bull Shark,Unknown,,Unknown,M,usa,2013.0,17.0
213,2013.07.29.c,Unprovoked,bahamas,Abaco Islands,Scotland Cay,Unspecified,Unknown,,Unknown,M,bahamas,2013.0,40.0
214,2013.07.29.a,Unprovoked,usa,Hawaii,"White Plains Beach, Oahu",Tiger Shark,Unknown,,Unknown,M,usa,2013.0,18.0
215,2013.07.28.b,Unprovoked,bahamas,Exuma Islands,Compass Cay,Unspecified,Unknown,,Unknown,M,bahamas,2013.0,64.0
216,2013.06.25.a,Unprovoked,usa,South Carolina,"Kiawah Island, Charleston County",Unspecified,Unknown,,Unknown,M,usa,2013.0,14.0
217,2013.06.18,Unprovoked,usa,Hawaii,Kona Coast State Park,Tiger Shark,Unknown,,Unknown,M,usa,2013.0,28.0
218,2013.06.14.R,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",Unspecified,Unknown,,Unknown,F,usa,2013.0,10.0
219,2013.05.14,Unprovoked,ecuador,Santa Cruz Island,"Playa Brava, Turtle Bay",Unspecified,Unknown,,Unknown,M,ecuador,2013.0,29.0
220,2013.05.08.a,Unprovoked,reunion,Saint-Gilles,Brisant Beach,Bull Shark,Unknown,,Unknown,M,reunion,2013.0,36.0
221,2013.05.04.a,Unprovoked,usa,Florida,"Melbourne Beach, Brevard County",Unspecified,Unknown,,Unknown,M,usa,2013.0,16.0
222,2013.04.24,Unprovoked,mexico,Quintana Roo,"Seagull Beach, Cancun",Tiger Shark,Unknown,,Unknown,F,mexico,2013.0,34.0
223,2013.04.21,Unprovoked,australia,New South Wales,Crowdy Head,Grey Shark,Unknown,,Unknown,M,australia,2013.0,51.0
224,2013.04.17,Unprovoked,usa,Florida,"Near Boynton Beach, Palm Beach County",Unspecified,Unknown,,Unknown,M,usa,2013.0,9.0
225,2013.04.13.b,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Bull Shark,Unknown,,Unknown,M,usa,2013.0,21.0
226,2013.04.10,Unprovoked,french polynesia,Tuamotus,"North Pass, Fakarava",Unspecified,Unknown,,Unknown,M,french polynesia,2013.0,53.0
227,2013.04.02.a,Unprovoked,usa,Hawaii,Kaanapali Shores,Unspecified,Unknown,,Unknown,M,usa,2013.0,58.0
228,2013.03.16.b,Provoked,south africa,Western Cape Province,De Mond,Unspecified,Unknown,,Unknown,M,south africa,2013.0,30.0
229,2013.03.12,Unprovoked,jamaica,St. Catherine,Pillikin Red Light area ,Tiger Shark,Unknown,,Unknown,M,jamaica,2013.0,25.0
230,2013.03.10.b,Unprovoked,australia,Western Australia,African Reef off Geraldton,Unspecified,Unknown,,Unknown,M,australia,2013.0,28.0
231,2013.02.27,Unprovoked,new zealand,North Island,Muriwai,White Shark,Unknown,,Unknown,M,new zealand,2013.0,46.0
232,2013.02.10,Unprovoked,usa,Florida,"""Stuart Rocks"", Martin County",Unspecified,Unknown,,Unknown,M,usa,2013.0,16.0
233,2013.02.09,Unprovoked,french polynesia,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Lemon Shark,Unknown,,Unknown,M,french polynesia,2013.0,48.0
234,2013.01.16,Unprovoked,usa,Hawaii,Kiholo Bay,Tiger Shark,Unknown,,Unknown,M,usa,2013.0,43.0
235,2012.12.30,Unprovoked,australia,New South Wales,Between Dee Why and Long Reef,Unspecified,Unknown,,Unknown,M,australia,2012.0,23.0
236,2012.12.28,Unprovoked,australia,New South Wales,"Kylie's Beach, Diamond Head",Bull Shark,Unknown,,Unknown,M,australia,2012.0,29.0
237,2012.12.19,Unprovoked,australia,Western Australia,Trigg Beach,Tiger Shark,Unknown,,Unknown,M,australia,2012.0,32.0
238,2012.12.05,Unprovoked,usa,Hawaii,Kauai,Unspecified,Unknown,,Unknown,M,usa,2012.0,60.0
239,2012.12.02,Unprovoked,australia,New South Wales,Green Island,Tiger Shark,Unknown,,Unknown,M,australia,2012.0,31.0
240,2012.11.30,Unprovoked,usa,Hawaii,"Kihei, Maui",Tiger Shark,Unknown,,Unknown,M,usa,2012.0,61.0
241,2012.11.22,Unprovoked,mexico,Sinaloa,Nuevo Altata,Unspecified,Unknown,,Unknown,M,mexico,2012.0,32.0
242,2012.11.19,Unprovoked,usa,Florida,"Melbourne Beach, Brevard County",Unspecified,Unknown,,Unknown,M,usa,2012.0,14.0
243,2012.11.04.b,Unprovoked,usa,Hawaii,"Makena Landing, Maui",Tiger Shark,Unknown,,Unknown,M,usa,2012.0,30.0
244,2012.11.04.a,Unprovoked,usa,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Tiger Shark,Unknown,,Unknown,M,usa,2012.0,43.0
245,2012.10.30,Unprovoked,usa,California,"Humboldt Bay, Eureka, Humboldt County",White Shark,Unknown,,Unknown,M,usa,2012.0,25.0
246,2012.10.27,Unprovoked,usa,Hawaii,"Makena Landing, Maui",Tiger Shark,Unknown,,Unknown,F,usa,2012.0,51.0
247,2012.10.23,Unprovoked,usa,California,"Surf Beach, Lompoc, Santa Barbara County",White Shark,Unknown,,Unknown,M,usa,2012.0,39.0
248,2012.10.18.a,Unprovoked,usa,Hawaii,"Kanaha Beach, Maui",Unspecified,Unknown,,Unknown,M,usa,2012.0,55.0
249,2012.10.02,Unprovoked,australia,Western Australia,"Mullaloo Beach, Perth",Unspecified,Unknown,,Unknown,M,australia,2012.0,11.0
250,2012.09.25,Unprovoked,usa,Florida,"Melbourne Beach, Brevard County",Unspecified,Unknown,,Unknown,M,usa,2012.0,21.0
251,2012.09.24,Unprovoked,usa,Florida,"Spanish House Beach, Brevard County",Unspecified,Unknown,,Unknown,M,usa,2012.0,22.0
252,2012.09.02.b,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Unspecified,Unknown,,Unknown,F,usa,2012.0,8.0
253,2012.09.02.a,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Unspecified,Unknown,,Unknown,F,usa,2012.0,56.0
254,2012.08.09,Unprovoked,usa,Florida,Key Largo,Lemon Shark,Unknown,,Unknown,M,usa,2012.0,56.0
255,2012.07.31.a,Unprovoked,australia,South Australia,Streaky Bay,White Shark,Unknown,,Unknown,M,australia,2012.0,48.0
256,2012.07.30.a,Unprovoked,usa,Massachusetts,"Ballston Beach, Truro, Cape Cod",White Shark,Unknown,,Unknown,M,usa,2012.0,50.0
257,2012.07.14,Unprovoked,australia,Western Australia,Off Wedge Island,White Shark,Unknown,,Unknown,M,australia,2012.0,24.0
258,2012.07.07.a,Boating,usa,California,"Pleasure Point, Santa Cruz County",Unspecified,Unknown,,Unknown,M,usa,2012.0,52.0
259,2012.07.06,Unprovoked,south africa,Western Cape Province,"Sandstrand, Jongensfontein",Unspecified,Unknown,,Unknown,M,south africa,2012.0,29.0
260,2012.06.26.c,Unprovoked,usa,Florida,"Juno Beach, Palm Beach County",Bull Shark,Unknown,,Unknown,M,usa,2012.0,6.0
261,2012.06.26.a,Unprovoked,usa,Hawaii,"Kahana Beach, Maui",Unspecified,Unknown,,Unknown,F,usa,2012.0,16.0
262,2012.06.20,Unprovoked,australia,Western Australia,"Mullaloo Beach, Perth",Unspecified,Unknown,,Unknown,M,australia,2012.0,62.0
263,2012.06.15,Provoked,usa,Florida,"Summerland Key, Monroe County",Unspecified,Unknown,,Unknown,M,usa,2012.0,23.0
264,2012.06.14.d,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",Unspecified,Unknown,,Unknown,F,usa,2012.0,18.0
265,2012.06.14.a,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",Unspecified,Unknown,,Unknown,M,usa,2012.0,16.0
266,2012.06.12,Unprovoked,australia,Victoria,Port Campbell,Unspecified,Unknown,,Unknown,M,australia,2012.0,42.0
267,2012.06.10,Provoked,italy,Sardinia,Muravera,Unspecified,Unknown,,Unknown,M,italy,2012.0,57.0
268,2012.06.03,Unprovoked,australia,New South Wales,"Redhead Beach, Newcastle",White Shark,Unknown,,Unknown,M,australia,2012.0,30.0
269,2012.05.31,Unprovoked,usa,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Unspecified,Unknown,,Unknown,F,usa,2012.0,33.0
270,2012.05.29,Unprovoked,mexico,Guerrero," Boca de la Leña, La Unión",Bull Shark,Unknown,,Unknown,M,mexico,2012.0,46.0
271,2012.05.23,Unprovoked,usa,Florida,"Jacksonville, Duval County",Unspecified,Unknown,,Unknown,M,usa,2012.0,22.0
272,2012.05.12,Boating,usa,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",White Shark,Unknown,,Unknown,M,usa,2012.0,30.0
273,2012.05.06,Unprovoked,usa,California,Off Catalina Island,White Shark,Unknown,,Unknown,F,usa,2012.0,15.0
274,2012.04.19.b,Unprovoked,usa,Florida,"Indialantic, Brevard County",Unspecified,Unknown,,Unknown,M,usa,2012.0,28.0
275,2012.04.19.a,Unprovoked,south africa,Western Cape Province,Caves near Kogel Bay,White Shark,Unknown,,Unknown,M,south africa,2012.0,20.0
276,2012.04.03,Unprovoked,usa,Hawaii,"Leftovers near Chun's Reef, Oahu",Tiger Shark,Unknown,,Unknown,M,usa,2012.0,28.0
277,2012.03.31,Unprovoked,australia,Western Australia,Stratham Beach,White Shark,Unknown,,Unknown,M,australia,2012.0,33.0
278,2012.03.20,Unprovoked,australia,Queensland,Nobby's Beach,Bull Shark,Unknown,,Unknown,M,australia,2012.0,20.0
279,2012.03.15,Unprovoked,usa,Florida,"Jensen Beach, Martin County ",Bull Shark,Unknown,,Unknown,M,usa,2012.0,61.0
280,2012.03.14.b,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Unspecified,Unknown,,Unknown,F,usa,2012.0,15.0
281,2012.03.14.a,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Unspecified,Unknown,,Unknown,M,usa,2012.0,17.0
282,2012.03.06.a,Provoked,australia,Victoria,"Shipwreck Cove, Melbourne Aquarium",Unspecified,Unknown,,Unknown,F,australia,2012.0,34.0
283,2012.03.04,Unprovoked,usa,Florida,"Playalinda Beach, Brevard County",Unspecified,Unknown,,Unknown,M,usa,2012.0,19.0
284,2012.01.19,Unprovoked,australia,Western Australia,Coral Bay,Tiger Shark,Unknown,,Unknown,M,australia,2012.0,26.0
285,2012.01.18.a,Unprovoked,australia,New South Wales,Redhead Beach,White Shark,Unknown,,Unknown,M,australia,2012.0,44.0
286,2012.01.15,Unprovoked,south africa,Eastern Cape Province,"Second Beach, Port St. Johns",Bull Shark,Unknown,,Unknown,M,south africa,2012.0,25.0
287,2012.01.03,Unprovoked,australia,New South Wales,North Avoca Beach,Unspecified,Unknown,,Unknown,M,australia,2012.0,28.0
288,2012.01.02,Unprovoked,australia,Queensland,Duranbah,Tiger Shark,Unknown,,Unknown,M,australia,2012.0,34.0
289,2011.12.11,Unprovoked,australia,New South Wales,Angourie,White Shark,Unknown,,Unknown,M,australia,2011.0,51.0
290,2011.11.28,Unprovoked,australia,Queensland,Peregian,Unspecified,Unknown,,Unknown,M,australia,2011.0,10.0
291,2011.10.22,Unprovoked,australia,Western Australia,Rottnest Island,White Shark,Unknown,,Unknown,M,australia,2011.0,32.0
292,2011.10.19,Unprovoked,australia,Victoria,Elwood Beach,Unspecified,Unknown,,Unknown,M,australia,2011.0,50.0
293,2011.09.30,Invalid,usa,Puerto Rico,Hatillo Beach,Unspecified,Unknown,,Unknown,M,usa,2011.0,27.0
294,2011.09.28.a,Unprovoked,south africa,Western Cape Province,Clovely Beach,White Shark,Unknown,,Unknown,M,south africa,2011.0,43.0
295,2011.09.24.b,Unprovoked,usa,Florida,"Santa Maria Island, Manatee County",Bull Shark,Unknown,,Unknown,M,usa,2011.0,21.0
296,2011.09.16,Unprovoked,usa,Florida,New Smyrna Beach,Unspecified,Unknown,,Unknown,M,usa,2011.0,25.0
297,2011.09.11.a,Unprovoked,papua new guinea,Central Province,"Hula, near Port Moresby",Tiger Shark,Unknown,,Unknown,M,papua new guinea,2011.0,30.0
298,2011.09.04.a,Unprovoked,australia,Western Australia, Bunker Bay,White Shark,Unknown,,Unknown,M,australia,2011.0,21.0
299,2011.09.02,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Unspecified,Unknown,,Unknown,M,usa,2011.0,19.0
300,2011.08.31,Unprovoked,usa,Florida,Crescent Beach St. Johns County,Unspecified,Unknown,,Unknown,M,usa,2011.0,19.0
301,2011.08.28.b,Invalid,australia,Queensland,Fantome Island,Unspecified,Unknown,,Unknown,M,australia,2011.0,48.0
302,2011.08.23,Unprovoked,south africa,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",White Shark,Unknown,,Unknown,M,south africa,2011.0,49.0
303,2011.08.17.c.,Unprovoked,usa,North Carolina,"Kure Beach, New Hanover County",Tiger Shark,Unknown,,Unknown,F,usa,2011.0,20.0
304,2011.08.17.a,Unprovoked,russia,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Unspecified,Unknown,,Unknown,M,russia,2011.0,25.0
305,2011.08.16.c,Unprovoked,french polynesia,Society Islands,"Teahupoo, Tahiti",Grey Shark,Unknown,,Unknown,M,french polynesia,2011.0,32.0
306,2011.08.16.a,Unprovoked,seychelles,Praslin,Anse Lazio ,Bull Shark,Unknown,,Unknown,M,seychelles,2011.0,30.0
307,2011.07.22,Unprovoked,south africa,Eastern Cape Province,"Cintza Beach, East London",White Shark,Unknown,,Unknown,M,south africa,2011.0,29.0
308,2011.06.28,Unprovoked,south africa,KwaZulu-Natal,Aliwal Shoal,Bull Shark,Unknown,,Unknown,M,south africa,2011.0,22.0
309,2011.06.26,Unprovoked,usa,North Carolina,"North Topsail Beach, Onslow County",Bull Shark,Unknown,,Unknown,F,usa,2011.0,10.0
310,2011.06.12,Unprovoked,usa,Florida,"Off Jupiter Inlet, Palm Beach County",Unspecified,Unknown,,Unknown,M,usa,2011.0,28.0
311,2011.06.06.a,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Unspecified,Unknown,,Unknown,M,usa,2011.0,19.0
312,2011.05.21.b,Unprovoked,south africa,KwaZulu-Natal,Levan Point,Unspecified,Unknown,,Unknown,M,south africa,2011.0,28.0
313,2011.05.21.a,Unprovoked,new caledonia,North Province,Kendec,Tiger Shark,Unknown,,Unknown,M,new caledonia,2011.0,15.0
314,2011.04.23,Unprovoked,australia,Western Australia,Red Bluffs,Unspecified,Unknown,,Unknown,M,australia,2011.0,17.0
315,2011.04.22,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Unspecified,Unknown,,Unknown,M,usa,2011.0,49.0
316,2011.04.16,Unprovoked,new zealand,South Island,Snapper Point,Unspecified,Unknown,,Unknown,M,new zealand,2011.0,41.0
317,2011.03.23,Unprovoked,australia,New South Wales,Crowdy Head,Bull Shark,Unknown,,Unknown,M,australia,2011.0,48.0
318,2011.03.16,Unprovoked,australia,New South Wales,"Jimmys Beach, Port Stephens",Unspecified,Unknown,,Unknown,F,australia,2011.0,24.0
319,2011.02.28.R,Provoked,australia,Queensland,Between ,Bull Shark,Unknown,,Unknown,M,australia,2011.0,36.0
320,2011.02.23,Unprovoked,new caledonia, Loyalty Islands,"Bay of Bweedro, Ouvéa",Unspecified,Unknown,,Unknown,M,new caledonia,2011.0,21.0
321,2011.02.17,Unprovoked,australia,South Australia,Off Perforated Island near Coffin Bay,White Shark,Unknown,,Unknown,M,australia,2011.0,49.0
322,2011.01.31,Unprovoked,mexico,Quintana Roo,Cancun,Unspecified,Unknown,,Unknown,F,mexico,2011.0,38.0
323,2011.01.26,Unprovoked,bahamas,West End,Tiger Beach,Unspecified,Unknown,,Unknown,M,bahamas,2011.0,55.0
324,2011.01.20,Invalid,australia,New South Wales,Cudgen Creek ,Unspecified,Unknown,,Unknown,F,australia,2011.0,7.0
325,2010.12.26,Unprovoked,usa,Hawaii," Kahului, Maui",Unspecified,Unknown,,Unknown,M,usa,2010.0,16.0
326,2010.12.05,Unprovoked,egypt,South Sinai Peninsula,"Middle Garden, Sharm el-Shiekh",White Shark,Unknown,,Unknown,F,egypt,2010.0,25.0
327,2010.12.01.b,Unprovoked,egypt,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Unspecified,Unknown,,Unknown,M,egypt,2010.0,54.0
328,2010.12.01.a,Unprovoked,egypt,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Unspecified,Unknown,,Unknown,M,egypt,2010.0,46.0
329,2010.11.30.b,Unprovoked,egypt,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",White Shark,Unknown,,Unknown,F,egypt,2010.0,25.0
330,2010.11.30.a,Unprovoked,egypt,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",White Shark,Unknown,,Unknown,F,egypt,2010.0,48.0
331,2010.10.30,Unprovoked,australia,Western Australia,Off Garden Island,White Shark,Unknown,,Unknown,F,australia,2010.0,20.0
332,2010.10.23.b,Unprovoked,usa,Maine,"Burnt Cove near Eastport, Washington County",Unspecified,Unknown,,Unknown,M,usa,2010.0,30.0
333,2010.10.22,Unprovoked,usa,California,"Surf Beach, Vandenberg AFB, Santa Barbara County",White Shark,Unknown,,Unknown,M,usa,2010.0,19.0
334,2010.10.09,Unprovoked,australia,New South Wales,Mullaway Headland,Bull Shark,Unknown,,Unknown,M,australia,2010.0,22.0
335,2010.09.27,Unprovoked,usa,Oregon,Winchester Bay,White Shark,Unknown,,Unknown,M,usa,2010.0,29.0
336,2010.09.13,Unprovoked,australia,New South Wales,Fraser's Reef,Unspecified,Unknown,,Unknown,M,australia,2010.0,15.0
337,2010.08.17,Unprovoked,australia,Western Australia,Cowaramup Bay,White Shark,Unknown,,Unknown,M,australia,2010.0,31.0
338,2010.08.02.a,Unprovoked,usa,Florida,"Micklers Landing, St. Johns County",Unspecified,Unknown,,Unknown,F,usa,2010.0,37.0
339,2010.07.19,Unprovoked,usa,South Carolina,Myrtle Beach,Unspecified,Unknown,,Unknown,M,usa,2010.0,10.0
340,2010.07.17.b,Unprovoked,usa,North Carolina,"Wrightsville Beach, New Hanover County",Tiger Shark,Unknown,,Unknown,F,usa,2010.0,13.0
341,2010.07.16.b,Provoked,spain,Grand Canary Island,"Sardina del Norte, Gáldar",Unspecified,Unknown,,Unknown,M,spain,2010.0,9.0
342,2010.07.03,Provoked,usa,New York,Off Long Island,Unspecified,Unknown,,Unknown,M,usa,2010.0,20.0
343,2010.07.02.b,Unprovoked,usa,California,"Pismo Beach, San Luis  Obispo County",Unspecified,Unknown,,Unknown,M,usa,2010.0,19.0
344,2010.07.02.a,Unprovoked,usa,California,"Dog Patch, San Onofre",Unspecified,Unknown,,Unknown,M,usa,2010.0,48.0
345,2010.06.15,Unprovoked,vietnam,Binh Dinh Province,Quy Nhon ,Unspecified,Unknown,,Unknown,M,vietnam,2010.0,17.0
346,2010.06.10,Unprovoked,usa,Florida,Jacksonville,Unspecified,Unknown,,Unknown,F,usa,2010.0,18.0
347,2010.05.30,Provoked,usa,Florida,Off Tarpon Springs,Lemon Shark,Unknown,,Unknown,M,usa,2010.0,49.0
348,2010.05.18.c,Unprovoked,vietnam,Binh Dinh Province,Quy Nhon ,Unspecified,Unknown,,Unknown,F,vietnam,2010.0,58.0
349,2010.05.18.b,Unprovoked,vietnam,Binh Dinh Province,Quy Nhon ,Unspecified,Unknown,,Unknown,F,vietnam,2010.0,60.0
350,2010.05.01,Unprovoked,usa,Florida,New Smyrna Beach,Unspecified,Unknown,,Unknown,F,usa,2010.0,10.0
351,2010.04.28,Provoked,usa,Florida,Hanalei Bay,Lemon Shark,Unknown,,Unknown,M,usa,2010.0,29.0
352,2010.04.19,Unprovoked,usa,Hawaii,"Hanalei Bay, Kauai",Unspecified,Unknown,,Unknown,M,usa,2010.0,25.0
353,2010.04.13,Unprovoked,south africa,Eastern Cape Province,"East Beach, Port Alfred",Unspecified,Unknown,,Unknown,M,south africa,2010.0,35.0
354,2010.04.04,Unprovoked,egypt,Sinai Peninsula,Sharm el-Sheikh ,White Shark,Unknown,,Unknown,M,egypt,2010.0,24.0
355,2010.03.27,Unprovoked,reunion,Saint-Benoit,Bittern,Unspecified,Unknown,,Unknown,M,reunion,2010.0,34.0
356,2010.02.13,Unprovoked,australia,Queensland,"Dent Island, Whitsundays",Unspecified,Unknown,,Unknown,F,australia,2010.0,60.0
357,2010.02.11,Unprovoked,australia,New South Wales,"Mona Vale Beach, Sydney",Unspecified,Unknown,,Unknown,M,australia,2010.0,46.0
358,2010.02.06.b,Unprovoked,australia,New South Wales,Turners' Beach,White Shark,Unknown,,Unknown,M,australia,2010.0,18.0
359,2010.02.04,Invalid,guam,Merizo,Achang Reef,Unspecified,Unknown,,Unknown,M,guam,2010.0,31.0
360,2010.02.01,Provoked,new zealand,South Island,Oreti Beach,Unspecified,Unknown,,Unknown,F,new zealand,2010.0,14.0
361,2010.01.12,Unprovoked,south africa,Western Province,Fish Hoek,White Shark,Unknown,,Unknown,M,south africa,2010.0,37.0
362,2009.12.22,Unprovoked,mozambique,Maputo Province,Ponta do Ouro,Unspecified,Unknown,,Unknown,M,mozambique,2009.0,27.0
363,2009.12.20.a,Unprovoked,australia,Queensland,Lamont Reef,Bull Shark,Unknown,,Unknown,M,australia,2009.0,18.0
364,2009.12.06,Provoked,usa,New Jersey,"Adventure Aquarium, Camden",Tiger Shark,Unknown,,Unknown,M,usa,2009.0,58.0
365,2009.11.25,Invalid,usa,California,"Huntington Beach, Orange County",Unspecified,Unknown,,Unknown,M,usa,2009.0,49.0
366,2009.11.24,Unprovoked,usa,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",Unspecified,Unknown,,Unknown,M,usa,2009.0,10.0
367,2009.11.16.b,Unprovoked,usa,California,"Loch Lomond, Marin County",Unspecified,Unknown,,Unknown,M,usa,2009.0,31.0
368,2009.11.11,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Unspecified,Unknown,,Unknown,M,usa,2009.0,18.0
369,2009.11.08,Unprovoked,australia,South Australia,Second Valley,Unspecified,Unknown,,Unknown,M,australia,2009.0,25.0
370,2009.10.30,Boating,australia,Victoria,Portland,White Shark,Unknown,,Unknown,M,australia,2009.0,27.0
